Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Wynn resorts ltd,WYNN,"",114700.0,14222000.0,0.0352939,0.036,444,-6100.0,-5.049669,reduction,0.1065589,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2019,90.615
Tableau software inc,DATA,"",85000.0,14112000.0,0.035021,,445,85000.0,,new,0.0986308,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,166.02
Masco corp.,MAS,"",356600.0,13993000.0,0.0347256,0.0964,446,-623800.0,-63.627091,reduction,0.1211730,Q2 2018,INDUSTRIALS,13F,06/30/2019,38.1855
Raymond james financial inc.,RJF,"",165500.0,13993000.0,0.0347256,0.0449,447,-57900.0,-25.917637,reduction,0.1173426,Q1 2017,FINANCE,13F,06/30/2019,76.0476
Cboe global markets inc,CBOE,"",135000.0,13990000.0,0.0347182,0.0323,448,-500.0,-0.369004,reduction,0.1209352,Q1 2017,FINANCE,13F,06/30/2019,85.8961
Kindred biosciences inc,KIN,"",1650000.0,13745000.0,0.0341102,0.0378,449,0.0,0.0,,4.2296847,Q2 2018,HEALTH CARE,13F,06/30/2019,10.1138
Syndax pharmaceuticals inc,SNDX,"",1475000.0,13732000.0,0.0340779,0.0203,450,-75000.0,-4.83871,reduction,5.4428044,Q1 2019,HEALTH CARE,13F,06/30/2019,5.25
Annaly mortgage management  inc.,NLY,"",1500000.0,13695000.0,0.0339861,0.0512,451,-550000.0,-26.829268,reduction,0.1071383,Q1 2019,REAL ESTATE,13F,06/30/2019,9.99
Baker hughes class a,BHGE,"",555402.0,13680000.0,0.0339489,0.0407,452,-32300.0,-5.495983,reduction,0.1080254,Q3 2013,ENERGY,13F,06/30/2019,51.1961
C.h. robinson worldwide inc,CHRW,"",162100.0,13673000.0,0.0339315,0.0371,453,-8600.0,-5.038079,reduction,0.1180111,Q1 2007,TRANSPORTS,13F,06/30/2019,69.1794
Sl green realty corp.,SLG,"",169400.0,13615000.0,0.0337876,0.0086,454,131043.0,341.640379,addition,0.2008775,Q1 2015,REAL ESTATE,13F,06/30/2019,88.3485
Regency centers corp,REG,"",203400.0,13575000.0,0.0336883,0.0345,455,-1000.0,-0.489237,reduction,0.1214183,Q1 2017,REAL ESTATE,13F,06/30/2019,66.2046
Aes corp. (the),AES,"",809733.0,13571000.0,0.0336784,0.1176,456,-1791700.0,-68.873579,reduction,0.1222423,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,16.0804
Portola pharmaceuticals inc,PTLA,"",500000.0,13565000.0,0.0336635,0.0434,457,0.0,0.0,,0.7341066,Q4 2018,HEALTH CARE,13F,06/30/2019,20.279
Cadence design systems  inc.,CDNS,"",191227.0,13541000.0,0.0336039,0.0155,458,93400.0,95.474664,addition,0.0680063,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,67.0755
Duke realty corp.,DRE,"",427200.0,13504000.0,0.0335121,0.0344,459,-22600.0,-5.024455,reduction,0.1189177,Q3 2017,REAL ESTATE,13F,06/30/2019,28.8791
Vornado realty trust,VNO,"",208559.0,13369000.0,0.0331771,0.0413,460,-36400.0,-14.85963,reduction,0.1094568,Q3 2007,REAL ESTATE,13F,06/30/2019,60.5523
Hormel foods corp.,HRL,"",328646.0,13323000.0,0.0330629,0.037,461,-2100.0,-0.634928,reduction,0.0613512,Q1 2017,CONSUMER STAPLES,13F,06/30/2019,34.7098
Inphi corp,IPHI,"",265119.0,13282000.0,0.0329612,0.0365,462,-68597.0,-20.555502,reduction,0.5858983,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,34.284
Archer-daniels-midland co.,ADM,"",325471.0,13279000.0,0.0329538,0.0753,463,-372721.0,-53.38374,reduction,0.0581105,Q2 2009,CONSUMER STAPLES,13F,06/30/2019,41.9554
Nasdaq inc,NDAQ,"",137980.0,13270000.0,0.0329314,0.0318,464,-7300.0,-5.02478,reduction,0.0834119,Q3 2014,FINANCE,13F,06/30/2019,54.7129
Carmax inc.,KMX,"",151800.0,13181000.0,0.0327105,0.0196,465,39600.0,35.294118,addition,0.0913412,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,74.2426
Alaska air group inc,ALK,"",205750.0,13149000.0,0.0326311,0.0272,466,12259.0,6.335695,addition,0.1664509,Q2 2015,TRANSPORTS,13F,06/30/2019,70.233
Lyft inc,LYFT,"",200000.0,13142000.0,0.0326138,0.0656,467,-135000.0,-40.298507,reduction,0.0688208,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,78.29
Universal health services class b,UHS,"",100659.0,13125000.0,0.0325716,0.0354,468,-5200.0,-4.912195,reduction,0.0919932,Q4 2017,HEALTH CARE,13F,06/30/2019,123.8233
Seagate technology plc,STX,"",278100.0,13104000.0,0.0325195,0.0361,469,-23300.0,-7.730591,reduction,0.0995882,Q3 2012,INFORMATION TECHNOLOGY,13F,06/30/2019,36.2613
Chiasma inc,CHMA,"",2400000.0,13104000.0,0.0325195,,470,2400000.0,"",new,7.5542965,,HEALTH CARE,13G,07/26/2019,
Nxp semiconductors n.v.,NXPI,"",133800.0,13060000.0,0.0324103,0.0399,471,-46500.0,-25.790349,reduction,0.0407058,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,103.5448
Perkinelmer inc.,PKI,"",135460.0,13050000.0,0.0323855,,472,135460.0,,new,0.1221791,Q2 2019,HEALTH CARE,13F,06/30/2019,96.34
Jagged peak energy inc,JAG,"",1575000.0,13025000.0,0.0323234,0.0255,473,600000.0,61.538462,addition,0.7382236,Q1 2018,ENERGY,13F,06/30/2019,11.0315
Epam systems  inc.,EPAM,"",75000.0,12983000.0,0.0322192,0.0148,474,40000.0,114.285714,addition,0.1372872,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,139.4225
Technipfmc plc ordinary share,FTI,"",500400.0,12980000.0,0.0322117,0.031,475,-26400.0,-5.01139,reduction,0.1072462,Q1 2017,ENERGY,13F,06/30/2019,32.5
Ss&c technologies holdings inc,SSNC,"",225000.0,12962000.0,0.0321671,0.1155,476,-500000.0,-68.965517,reduction,0.0889328,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,56.7111
Centurylink inc,CTL,"",1098509.0,12918000.0,0.0320579,0.0347,477,-60300.0,-5.203619,reduction,0.1017345,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,16.68
Viacom inc.  class b,VIAB,"",432069.0,12906000.0,0.0320281,0.0308,478,-6940.0,-1.580833,reduction,0.1072477,Q1 2019,COMMUNICATIONS,13F,06/30/2019,28.07
Pinnacle west capital corp,PNW,"",137163.0,12906000.0,0.0320281,0.187,479,-645431.0,-82.473288,reduction,0.1221724,Q4 2011,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,84.3462
Xenon pharmaceuticals inc,XENE,"",1300000.0,12818000.0,0.0318097,0.033,480,0.0,0.0,,5.0446255,Q2 2018,HEALTH CARE,13F,06/30/2019,10.2084
Nisource inc.,NI,"",443744.0,12780000.0,0.0317154,,481,443744.0,,new,0.1189758,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,28.8
Cactus inc,WHD,"",385000.0,12751000.0,0.0316434,0.0365,482,-25000.0,-6.097561,reduction,0.5125815,Q1 2018,INDUSTRIALS,13F,06/30/2019,27.2068
Western digital corp,WDC,"",266937.0,12693000.0,0.0314995,0.0331,483,-8400.0,-3.050807,reduction,0.0917782,Q2 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,62.8815
Apellis pharmaceuticals inc,APLS,"",500000.0,12670000.0,0.0314424,0.0244,484,0.0,0.0,,0.7907639,Q2 2018,HEALTH CARE,13F,06/30/2019,17.0488
Discovery inc series c,DISCK,"",440407.0,12530000.0,0.031095,0.0284,485,-5879.0,-1.317317,reduction,0.0839014,Q3 2014,COMMUNICATIONS,13F,06/30/2019,28.427
Arya sciences acquisition corp,ARYA,"",1250000.0,12513000.0,0.0310528,0.0307,486,0.0,0.0,,6.9560378,Q4 2018,FINANCE,13F,06/30/2019,9.8
Arconic inc. (alcoa),ARNC,"",483300.0,12479000.0,0.0309684,0.0253,487,-46100.0,-8.707971,reduction,0.1066699,Q4 2016,INDUSTRIALS,13F,06/30/2019,22.01
Franklin resources inc,BEN,"",357500.0,12441000.0,0.0308741,0.0312,488,-18500.0,-4.920213,reduction,0.0701655,Q2 2014,FINANCE,13F,06/30/2019,31.3706
Viavi solutions inc,VIAV,"",935000.0,12426000.0,0.0308369,0.0266,489,75000.0,8.72093,addition,0.4100877,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,10.9578
Paychex inc.,PAYX,"",150946.0,12421000.0,0.0308245,0.0297,490,2800.0,1.890027,addition,0.0420357,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,68.1299
Conmed corp.,CNMD,"",145000.0,12408000.0,0.0307922,,491,145000.0,,new,0.5150977,Q2 2019,HEALTH CARE,13F,06/30/2019,85.57
Royal dutch shell plc class a adr,RDS.A,"",190000.0,12363000.0,0.0306806,0.0329,492,-20000.0,-9.52381,reduction,0.0045549,Q4 2015,ENERGY,13F,06/30/2019,55.1329
Servicenow inc,NOW,"",45000.0,12356000.0,0.0306632,,493,45000.0,,new,0.0242561,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,274.57
Molson coors brewing company,TAP,"",220636.0,12356000.0,0.0306632,0.0347,494,-11800.0,-5.076666,reduction,0.1020660,Q3 2012,CONSUMER STAPLES,13F,06/30/2019,94.1248
Crinetics pharmaceuticals inc,CRNX,"",490000.0,12250000.0,0.0304001,0.0165,495,200000.0,68.965517,addition,2.0298260,Q3 2018,HEALTH CARE,13F,06/30/2019,27.4063
Digital realty trust  inc.,DLR,"",102300.0,12050000.0,0.0299038,0.0774,496,-157800.0,-60.668973,reduction,0.0491425,Q2 2016,REAL ESTATE,13F,06/30/2019,108.3219
Jacobs engineering group,JEC,"",142769.0,12048000.0,0.0298988,0.0272,497,-1732.0,-1.198608,reduction,0.1023287,Q4 2010,INDUSTRIALS,13F,06/30/2019,57.3621
Ra pharmaceuticals inc,RARX,"",400000.0,12028000.0,0.0298492,0.0196,498,50000.0,14.285714,addition,0.9456265,Q4 2018,HEALTH CARE,13F,06/30/2019,21.2588
Proofpoint inc,PFPT,"",100000.0,12025000.0,0.0298418,,499,100000.0,,new,0.1795977,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,120.25
Precision biosciences inc,DTIL,"",901276.0,11942000.0,0.0296358,0.0405,500,-1.0,-0.000111,reduction,1.7896664,Q1 2019,HEALTH CARE,13F,06/30/2019,17.95
Garmin ltd,GRMN,"",147344.0,11758000.0,0.0291792,0.0263,501,25332.0,20.761892,addition,0.0743861,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,51.9651
Brigham minerals inc,MNRL,"",546672.0,11732000.0,0.0291146,,502,546672.0,,new,1.0767619,Q2 2019,ENERGY,13F,06/30/2019,21.46
United therapeutics corp,UTHR,"",150000.0,11709000.0,0.0290576,,503,150000.0,,new,0.3430924,Q2 2019,HEALTH CARE,13F,06/30/2019,78.06
Federal realty investment trust,FRT,"",90900.0,11704000.0,0.0290452,0.0314,504,-100.0,-0.10989,reduction,0.1218335,Q1 2016,REAL ESTATE,13F,06/30/2019,154.7803
Amphenol corp. (1987),APH,"",121913.0,11696000.0,0.0290253,0.019,505,41577.0,51.753884,addition,0.0408981,Q1 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,66.9624
Grocery outlet holding corp,GO,"",350000.0,11508000.0,0.0285588,,506,350000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,32.88
Intersect ent inc,XENT,"",500000.0,11380000.0,0.0282411,0.008,507,400000.0,400.0,addition,1.6000000,Q2 2016,HEALTH CARE,13F,06/30/2019,23.901
Insulet corp,PODD,"",95000.0,11341000.0,0.0281443,,508,95000.0,,new,0.1591823,Q2 2019,HEALTH CARE,13F,06/30/2019,119.38
Westrock co,WRK,"",310289.0,11316000.0,0.0280823,0.0145,509,158676.0,104.658571,addition,0.1207162,Q3 2015,MATERIALS,13F,06/30/2019,38.5155
Range resources corp.,RRC,"",1600000.0,11168000.0,0.027715,0.0464,510,-50000.0,-3.030303,reduction,0.6395907,Q1 2017,ENERGY,13F,06/30/2019,14.7743
Juniper networks inc,JNPR,"",418900.0,11155000.0,0.0276827,0.0249,511,43400.0,11.557923,addition,0.1201181,Q3 2009,INFORMATION TECHNOLOGY,13F,06/30/2019,27.5589
Mylan nv,MYL,"",585871.0,11155000.0,0.0276827,0.043,512,-21125.0,-3.480254,reduction,0.1135519,Q4 2016,HEALTH CARE,13F,06/30/2019,41.0553
Arena pharmaceuticals inc,ARNA,"",190000.0,11140000.0,0.0276455,0.0213,513,0.0,0.0,,0.3841488,Q1 2018,HEALTH CARE,13F,06/30/2019,40.4007
Graco inc.,GGG,"",219589.0,11019000.0,0.0273452,,514,219589.0,,new,0.1326742,Q2 2019,INDUSTRIALS,13F,06/30/2019,50.18
Farmer brothers co,FARM,"",669699.0,10963000.0,0.0272063,,515,669699.0,,new,3.9394059,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,16.37
Fox corp,FOX,"",299556.0,10943000.0,0.0271566,0.0678,516,-456633.0,-60.386094,reduction,0.0624426,Q1 2019,COMMUNICATIONS,13F,06/30/2019,35.88
Constellium se,CSTM,"",1086221.0,10906000.0,0.0270648,0.0309,517,-463438.0,-29.905805,reduction,0.7986955,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,6.99
Incyte corporation,INCY,"",127952.0,10871000.0,0.026978,0.0289,518,-6345.0,-4.724603,reduction,0.0597153,Q1 2017,HEALTH CARE,13F,06/30/2019,100.3432
Tradeweb markets inc,TW,"",247894.0,10860000.0,0.0269507,,519,247894.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,43.81
Brown-forman corp. class b,BF.B,"",195832.0,10855000.0,0.0269382,0.0272,520,-10400.0,-5.042864,reduction,0.0410506,Q4 2017,CONSUMER STAPLES,13F,06/30/2019,54.7429
Health sciences acquisitions corp,HSACU,"",1020000.0,10815000.0,0.026839,,521,1020000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,10.603
Lamb weston holdings inc,LW,"",170400.0,10797000.0,0.0267943,0.0337,522,-9200.0,-5.122494,reduction,0.1164969,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,73.56
Packaging corp. of america,PKG,"",112900.0,10762000.0,0.0267075,0.0274,523,2700.0,2.450091,addition,0.1194709,Q3 2017,MATERIALS,13F,06/30/2019,114.217
Ardelyx inc,ARDX,"",4000000.0,10760000.0,0.0267025,0.028,524,0.0,0.0,,6.3897764,Q2 2018,HEALTH CARE,13F,06/30/2019,3.5425
Cymabay therapeutics inc,CBAY,"",1500000.0,10740000.0,0.0266529,0.0805,525,-925000.0,-38.14433,reduction,2.1837240,Q4 2014,HEALTH CARE,13F,06/30/2019,7.4684
F5 networks inc,FFIV,"",72400.0,10544000.0,0.0261665,0.0226,526,14800.0,25.694444,addition,0.1218035,Q4 2010,INFORMATION TECHNOLOGY,13F,06/30/2019,123.9893
Interpublic group of companies inc (the),IPG,"",464034.0,10483000.0,0.0260151,,527,464034.0,,new,0.1199209,Q4 2018,COMMUNICATIONS,13F,06/30/2019,22.59
Marketaxess holdings inc,MKTX,"",32500.0,10446000.0,0.0259233,,528,32500.0,,new,0.0862756,Q2 2019,FINANCE,13F,06/30/2019,321.42
Lkq corp,LKQ,"",384300.0,10226000.0,0.0253773,0.0275,529,-3700.0,-0.953608,reduction,0.1221823,Q2 2016,INDUSTRIALS,13F,06/30/2019,31.8916
Quest diagnostics  inc.,DGX,"",100200.0,10201000.0,0.0253152,0.0076,530,66600.0,198.214286,addition,0.0744539,Q4 2017,HEALTH CARE,13F,06/30/2019,97.3066
Lpl financial holdings inc,LPLA,"",125000.0,10196000.0,0.0253028,,531,125000.0,,new,0.1498082,Q2 2019,FINANCE,13F,06/30/2019,81.57
Western alliance bancorporation,WAL,"",225205.0,10071000.0,0.0249926,0.0251,532,-19795.0,-8.079592,reduction,0.2138699,Q2 2016,FINANCE,13F,06/30/2019,52.971
Aeglea biotherapeutics inc,AGLE,"",1468591.0,10060000.0,0.0249653,0.0296,533,0.0,0.0,,5.0904367,Q1 2018,HEALTH CARE,13F,06/30/2019,9.291
Citrix systems inc.,CTXS,"",102100.0,10020000.0,0.0248661,0.0228,534,10600.0,11.584699,addition,0.0775070,Q2 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,82.5201
Pultegroup inc,PHM,"",309900.0,9799000.0,0.0243176,0.0221,535,-6800.0,-2.147142,reduction,0.1116837,Q4 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,28.75
Nielsen n.v.,NLSN,"",432163.0,9767000.0,0.0242382,0.0264,536,-14528.0,-3.25236,reduction,0.1215683,Q2 2018,COMMUNICATIONS,13F,06/30/2019,30.6099
Invesco ltd. adr,IVZ,"",470569.0,9628000.0,0.0238933,0.0126,537,209800.0,80.454348,addition,0.1185103,Q4 2010,FINANCE,13F,06/30/2019,24.5946
Apartment investment and management co,AIV,"",191889.0,9617000.0,0.023866,0.0253,538,-9300.0,-4.622519,reduction,0.1330069,Q3 2007,REAL ESTATE,13F,06/30/2019,30.5426
M&t bank corp. (buffalo  ny) (manufacturers & traders trust),MTB,"",56490.0,9607000.0,0.0238412,,539,56490.0,,new,0.0407988,Q3 2017,FINANCE,13F,06/30/2019,170.07
Abiomed inc,ABMD,"",36860.0,9602000.0,0.0238287,0.0405,540,-19800.0,-34.945288,reduction,0.0817476,Q2 2018,HEALTH CARE,13F,06/30/2019,375.8932
Amalgamated bank,AMAL,"",541541.0,9450000.0,0.0234515,0.0183,541,73059.0,15.594836,addition,No Data,Q3 2018,FINANCE,13F,06/30/2019,18.472
Hunt (j.b.) transport services  inc.,JBHT,"",101000.0,9232000.0,0.0229105,0.027,542,-5500.0,-5.164319,reduction,0.0928821,Q3 2015,TRANSPORTS,13F,06/30/2019,72.8241
Campbell soup co.,CPB,"",229946.0,9214000.0,0.0228659,0.0216,543,3400.0,1.500799,addition,0.0763636,Q1 2017,CONSUMER STAPLES,13F,06/30/2019,48.3229
Kimco realty corp.,KIM,"",494863.0,9145000.0,0.0226946,0.0241,544,-26500.0,-5.082831,reduction,0.1172661,Q1 2009,REAL ESTATE,13F,06/30/2019,12.4451
Rayonier advanced materials inc,RYAM,"",1394341.0,9049000.0,0.0224564,0.0424,545,144341.0,11.54728,addition,2.7998815,Q2 2018,MATERIALS,13F,06/30/2019,10.6029
Ulta beauty inc,ULTA,"",25901.0,8985000.0,0.0222976,0.0215,546,1238.0,5.019665,addition,0.0440868,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,211.0869
Cellectis s.a. adr,CLLS,"",575000.0,8970000.0,0.0222603,0.0275,547,-25000.0,-4.166667,reduction,1.3818794,Q2 2018,HEALTH CARE,13F,06/30/2019,28.29
Evo payments inc,EVOP,"",283000.0,8923000.0,0.0221437,0.03,548,-130481.0,-31.55671,reduction,No Data,Q2 2018,FINANCE,13F,06/30/2019,22.0891
Flowserve corporation,FLS,"",167262.0,8813000.0,0.0218707,,549,167262.0,,new,0.1277004,Q2 2019,INDUSTRIALS,13F,06/30/2019,52.69
Hologic inc.,HOLX,"",180676.0,8676000.0,0.0215307,0.0224,550,-4134.0,-2.236892,reduction,0.0620198,Q1 2016,HEALTH CARE,13F,06/30/2019,40.9587
Iron mountain  inc.,IRM,"",272752.0,8537000.0,0.0211858,0.0309,551,-75400.0,-21.657207,reduction,0.0952446,Q2 2009,INDUSTRIALS,13F,06/30/2019,33.9352
Audentes therapeutics inc,BOLD,"",225000.0,8519000.0,0.0211411,0.0163,552,58000.0,34.730539,addition,0.5080154,Q1 2019,HEALTH CARE,13F,06/30/2019,38.721
Prevail therapeutics inc,PRVL,"",635327.0,8386000.0,0.0208111,,553,635327.0,,new,No Data,Q2 2019, ,13F,06/30/2019,13.2
Everest re group ltd.,RE,"",33799.0,8354000.0,0.0207317,0.0272,554,-16600.0,-32.937161,reduction,0.0830851,Q1 2019,FINANCE,13F,06/30/2019,215.96
Davita healthcare partners inc,DVA,"",147250.0,8284000.0,0.0205579,0.0075,555,92100.0,166.999093,addition,0.0884916,Q3 2017,HEALTH CARE,13F,06/30/2019,61.4687
Turning point therapeutics inc,TPTX,"",200000.0,8140000.0,0.0202006,,556,200000.0,,new,0.6410256,Q2 2019,HEALTH CARE,13F,06/30/2019,40.7
Smith (a.o.) corp.  class b,AOS,"",171720.0,8098000.0,0.0200964,,557,171720.0,,new,0.1010415,Q2 2019,INDUSTRIALS,13F,06/30/2019,47.16
Liberty oilfield services inc,LBRT,"",500000.0,8090000.0,0.0200765,0.0192,558,0.0,0.0,,0.4443260,Q1 2018,ENERGY,13F,06/30/2019,16.8562
Urovant sciences ltd,UROV,"",1000000.0,7910000.0,0.0196298,0.0348,559,-385000.0,-27.797834,reduction,3.2970656,Q3 2018,HEALTH CARE,13F,06/30/2019,11.336
Torchmark corp. (liberty national life insurance),TMK,"",88400.0,7908000.0,0.0196248,,560,88400.0,,new,0.0801378,Q2 2019,FINANCE,13F,06/30/2019,89.46
Halozyme therapeutics inc,HALO,"",450000.0,7731000.0,0.0191856,0.006,561,300000.0,200.0,addition,0.3097041,Q1 2019,HEALTH CARE,13F,06/30/2019,16.82
Hanesbrands  inc.,HBI,"",442350.0,7617000.0,0.0189027,0.0198,562,110.0,0.024873,addition,0.1223753,Q3 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,12.5312
Kilroy realty corp.,KRC,"",101254.0,7474000.0,0.0185478,0.022,563,-14692.0,-12.671416,reduction,0.1005002,Q1 2019,REAL ESTATE,13F,06/30/2019,75.96
Stmicroelectronics n.v. ads adr,STM,"",421800.0,7432000.0,0.0184436,,564,421800.0,,new,0.0470449,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,17.62
Ironwood pharmaceuticals inc,IRWD,"",675000.0,7385000.0,0.0183269,0.0634,565,-1563750.0,-69.849246,reduction,0.4364694,Q1 2016,HEALTH CARE,13F,06/30/2019,15.4206
Intec pharma ltd,NTEC,"",1700000.0,7378000.0,0.0183096,0.0312,566,0.0,0.0,,5.1781907,Q3 2017,HEALTH CARE,13F,06/30/2019,8.2759
Bb&t corp.,BBT,"",149800.0,7360000.0,0.0182649,,567,149800.0,,new,0.0196117,Q2 2019,FINANCE,13F,06/30/2019,49.13
Silk road medical inc,SILK,"",150500.0,7293000.0,0.0180986,,568,150500.0,,new,0.4907075,Q2 2019,HEALTH CARE,13F,06/30/2019,48.46
Five prime therapeutics inc,FPRX,"",1200000.0,7236000.0,0.0179572,0.0385,569,50000.0,4.347826,addition,3.3277870,Q2 2014,HEALTH CARE,13F,06/30/2019,18.9273
Fortinet inc,FTNT,"",93618.0,7193000.0,0.0178505,0.0373,570,-84100.0,-47.322162,reduction,0.0548243,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,71.1614
Arrow electronics corp.,ARW,"",100385.0,7154000.0,0.0177537,0.0699,571,-262384.0,-72.328121,reduction,0.1178366,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,77.5668
Newell brands inc,NWL,"",462600.0,7133000.0,0.0177016,0.0187,572,-24400.0,-5.010267,reduction,0.1094134,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,45.5091
Northrop grumman corp.,NOC,"",22057.0,7127000.0,0.0176867,0.1572,573,-211134.0,-90.54123,reduction,0.0129778,Q3 2016,INDUSTRIALS,13F,06/30/2019,268.9231
Alliance data systems corp,ADS,"",50409.0,7064000.0,0.0175303,0.025,574,-6689.0,-11.714946,reduction,0.0951113,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,223.213
Aldeyra therapeutics inc,ALDX,"",1168822.0,7013000.0,0.0174038,0.0253,575,50000.0,4.468986,addition,4.2518079,Q1 2017,HEALTH CARE,13F,06/30/2019,7.769
Block (h&r) inc.,HRB,"",237800.0,6968000.0,0.0172921,0.015,576,-12800.0,-5.107741,reduction,0.1157009,Q4 2003,CONSUMER DISCRETIONARY,13F,06/30/2019,23.9618
Pentair plc,PNR,"",185597.0,6904000.0,0.0171333,,577,185597.0,,new,0.1081127,Q2 2019,INDUSTRIALS,13F,06/30/2019,37.2
Coherent inc.,COHR,"",50400.0,6873000.0,0.0170563,0.0214,578,-10000.0,-16.556291,reduction,0.2071517,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,141.72
Twilio inc,TWLO,"",50000.0,6818000.0,0.0169198,0.0129,579,10000.0,25.0,addition,0.0395977,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,106.686
Jetblue airways corp,JBLU,"",366221.0,6771000.0,0.0168032,0.0087,580,153147.0,71.875029,addition,0.1216883,Q4 2016,TRANSPORTS,13F,06/30/2019,19.1025
Biodelivery sciences international inc,BDSI,"",1450000.0,6743000.0,0.0167337,,581,1450000.0,,new,2.0436927,Q2 2019,HEALTH CARE,13F,06/30/2019,4.65
Quanta services  inc.,PWR,"",172847.0,6601000.0,0.0163813,0.0163,582,-346.0,-0.199777,reduction,0.1222743,Q1 2014,INDUSTRIALS,13F,06/30/2019,30.7565
Alteryx inc,AYX,"",60000.0,6547000.0,0.0162473,0.0105,583,10000.0,20.0,addition,0.0959386,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,67.745
Milestone pharmaceuticals inc,MIST,"",240000.0,6516000.0,0.0161704,,584,240000.0,,new,No Data,Q2 2019,HEALTH CARE,13F,06/30/2019,27.15
Rollins  inc.,ROL,"",179900.0,6453000.0,0.016014,0.0197,585,-9300.0,-4.915433,reduction,0.0549263,Q3 2018,INDUSTRIALS,13F,06/30/2019,40.46
Greensky inc,GSKY,"",518364.0,6371000.0,0.0158106,,586,518364.0,,new,0.2858520,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,12.29
News inc. class a,NWSA,"",470770.0,6351000.0,0.0157609,0.0145,587,3796.0,0.812893,addition,0.0804515,Q1 2015,COMMUNICATIONS,13F,06/30/2019,15.9178
Huntsman corp,HUN,"",307543.0,6286000.0,0.0155996,0.006,588,200000.0,185.972123,addition,0.1316988,Q1 2019,MATERIALS,13F,06/30/2019,21.1569
Kosmos energy ltd,KOS,"",1000000.0,6270000.0,0.0155599,0.0093,589,400000.0,66.666667,addition,0.2491901,Q2 2016,ENERGY,13F,06/30/2019,6.2143
Lincoln national corp.,LNC,"",94661.0,6101000.0,0.0151405,0.0084,590,37300.0,65.02676,addition,0.0463366,Q4 2018,FINANCE,13F,06/30/2019,56.4877
Jefferies financial group inc,JEF,"",314100.0,6040000.0,0.0149891,0.0155,591,-15900.0,-4.818182,reduction,0.0881684,Q3 2007,FINANCE,13F,06/30/2019,17.1315
Ameren corporation,AEE,"",79900.0,6001000.0,0.0148923,0.0543,592,-215400.0,-72.94277,reduction,0.0325564,Q2 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,60.85
Loews corp,L,"",109477.0,5985000.0,0.0148526,0.0157,593,-21800.0,-16.606108,reduction,0.0357301,Q4 2001,FINANCE,13F,06/30/2019,42.326
Darling ingredients inc,DAR,"",300000.0,5967000.0,0.014808,,594,300000.0,,new,0.1821494,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,19.89
Capri holdings ltd,CPRI,"",171300.0,5941000.0,0.0147434,0.0207,595,-9500.0,-5.254425,reduction,0.1147201,Q3 2014,INDUSTRIALS,13F,06/30/2019,57.053
