Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Intuitive surgical inc,ISRG,"",0.0,0.0,,0.2262,"",-59613.0,-100.0,soldall,0.0000000,Q1 2014,HEALTH CARE,13F,06/30/2019,456.1429
State street corp. (state street bank & trust co.  boston  ma),STT,"",0.0,0.0,,0.1912,"",-436863.0,-100.0,soldall,0.0000000,Q4 2015,FINANCE,13F,06/30/2019,84.9954
Xenia hotels & resorts inc,XHR,"",0.0,0.0,,0.0024,"",-16510.0,-100.0,soldall,0.0000000,Q4 2015,REAL ESTATE,13F,06/30/2019,17.5126
Globalstar inc,GSAT,"",0.0,0.0,,0.0004,"",-147234.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,0.43
Cooper companies (the),COO,"",0.0,0.0,,0.0021,"",-1082.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,296.17
Tivity health inc,TVTY,"",0.0,0.0,,0.0091,"",-78022.0,-100.0,soldall,0.0000000,Q1 2017,HEALTH CARE,13F,06/30/2019,20.5289
Ecopetrol s.a. adr,EC,"",0.0,0.0,,0.0015,"",-10869.0,-100.0,soldall,0.0000000,Q4 2018,ENERGY,13F,06/30/2019,15.88
Cms energy corp. (consumers power co.),CMS,"",0.0,0.0,,0.2842,"",-769616.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,55.54
Navient corp,NAVI,"",0.0,0.0,,0.0057,"",-74344.0,-100.0,soldall,0.0000000,Q3 2015,FINANCE,13F,06/30/2019,13.3501
Bhp group plc,BBL,"",0.0,0.0,,0.0083,"",-25724.0,-100.0,soldall,0.0000000,Q3 2018,MATERIALS,13F,06/30/2019,48.28
Saul centers inc,BFS,"",0.0,0.0,,0.0109,"",-31871.0,-100.0,soldall,0.0000000,Q1 2019,REAL ESTATE,13F,06/30/2019,51.37
Invesco ltd. adr,IVZ,"",0.0,0.0,,0.0288,"",-224684.0,-100.0,soldall,0.0000000,Q1 2014,FINANCE,13F,06/30/2019,16.74
Ventas  inc.,VTR,"",0.0,0.0,,0.2045,"",-482048.0,-100.0,soldall,0.0000000,Q1 2016,REAL ESTATE,13F,06/30/2019,63.81
Heico corp.,HEI,"",0.0,0.0,,0.0016,"",-2608.0,-100.0,soldall,0.0000000,Q4 2018,INDUSTRIALS,13F,06/30/2019,77.48
Fireeye inc,FEYE,"",0.0,0.0,,0.0033,"",-29869.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,17.0
Bhp group ltd,BHP,"",0.0,0.0,,0.1014,"",-279004.0,-100.0,soldall,0.0000000,Q2 2018,MATERIALS,13F,06/30/2019,54.67
Aerovironment inc,AVAV,"",0.0,0.0,,0.002,"",-4386.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,68.41
Spirit realty capital  inc.,SRC,"",0.0,0.0,,0.0256,"",-97008.0,-100.0,soldall,0.0000000,Q4 2013,REAL ESTATE,13F,06/30/2019,36.6793
Tegna inc. (gannett co.),TGNA,"",0.0,0.0,,0.0069,"",-73556.0,-100.0,soldall,0.0000000,Q4 2018,COMMUNICATIONS,13F,06/30/2019,10.87
At&t inc. (southwestern bell - sbc corp.),T,PUT,0.0,0.0,,0.0834,"",-400000.0,-100.0,soldall,N/A,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Halliburton co.,HAL,"",0.0,0.0,,0.054,"",-277187.0,-100.0,soldall,0.0000000,Q4 2016,ENERGY,13F,06/30/2019,26.58
Under armour inc cl c,UA,"",0.0,0.0,,0.0028,"",-22195.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,18.87
Evo payments inc,EVOP,"",0.0,0.0,,0.0074,"",-38479.0,-100.0,soldall,No Data,Q2 2018,FINANCE,13F,06/30/2019,29.05
Range resources corp.,RRC,"",0.0,0.0,,0.3136,"",-4196113.0,-100.0,soldall,0.0000000,Q3 2017,ENERGY,13F,06/30/2019,11.3365
Toyota motors corp. adr,TM,"",0.0,0.0,,0.006,"",-7597.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,118.02
United community banks inc,UCBI,"",0.0,0.0,,0.0022,"",-13262.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,24.93
Novartis ag ads,NVS,CALL,0.0,0.0,,0.0639,"",-111600.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Target corp.,TGT,"",0.0,0.0,,0.158,"",-296162.0,-100.0,soldall,0.0000000,Q3 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,80.7106
Galapagos nv adr,GLPG,PUT,0.0,0.0,,0.1133,"",-150000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Cars.com inc,CARS,CALL,0.0,0.0,,0.0099,"",-65600.0,-100.0,soldall,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Ligand pharmaceuticals  inc.,LGND,"",0.0,0.0,,0.0043,"",-5147.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,13F,06/30/2019,125.71
White mountains insurance group inc,WTM,"",0.0,0.0,,0.0033,"",-544.0,-100.0,soldall,0.0000000,Q3 2018,FINANCE,13F,06/30/2019,925.48
International speedway corp. class a,ISCA,"",0.0,0.0,,0.0043,"",-15000.0,-100.0,soldall,0.0000000,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,43.86
Kar auction services inc,KAR,"",0.0,0.0,,0.2679,"",-2074469.34,-100.0,soldall,0.0000000,Q4 2015,INDUSTRIALS,13F,06/30/2019,50.3307
Applied materials inc.,AMAT,"",0.0,0.0,,0.1081,"",-409897.0,-100.0,soldall,0.0000000,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,41.4502
Kennedy-wilson holdings inc,KW,"",0.0,0.0,,0.0015,"",-10288.0,-100.0,soldall,0.0000000,Q4 2018,REAL ESTATE,13F,06/30/2019,18.17
Aircastle ltd,AYR,"",0.0,0.0,,0.0022,"",-16518.0,-100.0,soldall,0.0000000,Q2 2018,INDUSTRIALS,13F,06/30/2019,20.4392
Renaissancere holdings ltd,RNR,"",0.0,0.0,,0.0263,"",-27556.0,-100.0,soldall,0.0000000,Q2 2015,FINANCE,13F,06/30/2019,135.0346
Mattel inc.,MAT,"",0.0,0.0,,0.0146,"",-168505.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,13.0
Manitowoc co. inc.,MTW,"",0.0,0.0,,0.0031,"",-27969.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,16.41
Netapp inc.,NTAP,CALL,0.0,0.0,,0.0254,"",-55000.0,-100.0,soldall,N/A,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Iovance biotherapeutics inc,IOVA,"",0.0,0.0,,0.0024,"",-38011.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,13F,06/30/2019,11.6268
Astrazeneca plc,AZN,PUT,0.0,0.0,,0.2419,"",-900000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Commerce bancshares  inc. (commerce trust co.  kansas city  mo),CBSH,"",0.0,0.0,,0.0045,"",-11735.0,-100.0,soldall,0.0000000,Q4 2017,FINANCE,13F,06/30/2019,56.959
Pbf energy inc,PBF,"",0.0,0.0,,0.0642,"",-310137.0,-100.0,soldall,0.0000000,Q3 2016,ENERGY,13F,06/30/2019,31.14
Pg&e corp. (pacific gas & electric),PCG,"",0.0,0.0,,0.0085,"",-71710.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,17.8
Chevron corp. (standard oil of california),CVX,"",0.0,0.0,,0.0139,"",-17010.0,-100.0,soldall,0.0000000,Q3 2016,ENERGY,13F,06/30/2019,108.79
Keycorp  inc. (cleveland  ohio),KEY,CALL,0.0,0.0,,0.023,"",-220000.0,-100.0,soldall,N/A,Q1 2019,FINANCE,13F,06/30/2019,
Medpace holdings inc,MEDP,"",0.0,0.0,,0.0063,"",-15943.0,-100.0,soldall,0.0000000,Q1 2018,HEALTH CARE,13F,06/30/2019,59.8298
Domo inc,DOMO,"",0.0,0.0,,0.0061,"",-22920.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,40.33
United states steel corp.,X,"",0.0,0.0,,0.0418,"",-322444.0,-100.0,soldall,0.0000000,Q4 2016,MATERIALS,13F,06/30/2019,25.6991
Spdr s&p health care etf,XLV,"",0.0,0.0,,0.1166,"",-191152.0,-100.0,soldall,No Data,Q3 2018,HEALTH CARE,13F,06/30/2019,93.8139
Zillow group inc. class b,ZG,CALL,0.0,0.0,,0.0455,"",-200000.0,-100.0,soldall,N/A,Q1 2018,COMMUNICATIONS,13F,06/30/2019,
Transocean ltd,RIG,"",0.0,0.0,,0.0228,"",-392953.0,-100.0,soldall,0.0000000,Q2 2017,ENERGY,13F,06/30/2019,8.71
Amgen  inc.,AMGN,PUT,0.0,0.0,,0.091,"",-72000.0,-100.0,soldall,N/A,Q3 2018,HEALTH CARE,13F,06/30/2019,
Natera inc,NTRA,"",0.0,0.0,,0.0061,"",-44826.0,-100.0,soldall,0.0000000,Q1 2018,HEALTH CARE,13F,06/30/2019,20.4503
Roku inc,ROKU,"",0.0,0.0,,0.0065,"",-15270.0,-100.0,soldall,0.0000000,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,64.51
Momenta pharmaceuticals inc,MNTA,"",0.0,0.0,,0.0066,"",-67881.0,-100.0,soldall,0.0000000,Q1 2018,HEALTH CARE,13F,06/30/2019,21.5843
Noble corporation,NE,"",0.0,0.0,,0.0019,"",-97203.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,2.87
Landstar system inc,LSTR,"",0.0,0.0,,0.0167,"",-22926.0,-100.0,soldall,0.0000000,Q2 2015,TRANSPORTS,13F,06/30/2019,112.8479
Kraton performance polymers inc,KRA,"",0.0,0.0,,0.0065,"",-30500.0,-100.0,soldall,0.0000000,Q3 2018,MATERIALS,13F,06/30/2019,32.18
Advanced micro devices inc,AMD,"",0.0,0.0,,0.1333,"",-785730.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,25.52
Trupanion inc,TRUP,"",0.0,0.0,,0.0015,"",-7099.0,-100.0,soldall,0.0000000,Q3 2018,FINANCE,13F,06/30/2019,30.6019
Eagle bancorp  inc. (md),EGBN,"",0.0,0.0,,0.0035,"",-10573.0,-100.0,soldall,0.0000000,Q4 2018,FINANCE,13F,06/30/2019,48.71
Factset research systems inc,FDS,"",0.0,0.0,,0.0046,"",-2778.0,-100.0,soldall,0.0000000,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,200.13
Snap-on inc.,SNA,PUT,0.0,0.0,,0.0843,"",-81000.0,-100.0,soldall,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Archrock inc,AROC,"",0.0,0.0,,0.001,"",-16034.0,-100.0,soldall,0.0000000,Q2 2018,ENERGY,13F,06/30/2019,9.78
Paychex inc.,PAYX,PUT,0.0,0.0,,0.0133,"",-25000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Wix.com ltd,WIX,PUT,0.0,0.0,,0.01,"",-12500.0,-100.0,soldall,N/A,Q1 2019,COMMUNICATIONS,13F,06/30/2019,
Marvell technology group ltd,MRVL,CALL,0.0,0.0,,0.248,"",-1875000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Neurocrine biosciences inc.,NBIX,"",0.0,0.0,,0.0582,"",-99366.0,-100.0,soldall,0.0000000,Q3 2016,HEALTH CARE,13F,06/30/2019,88.1
Hannon armstrong sustainable infrastructure capital  inc.,HASI,"",0.0,0.0,,0.0023,"",-13685.0,-100.0,soldall,0.0000000,Q1 2019,REAL ESTATE,13F,06/30/2019,25.64
Total s.a. adr,TOT,"",0.0,0.0,,0.1734,"",-468757.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,55.65
Emerson electric co.,EMR,"",0.0,0.0,,0.0552,"",-121228.0,-100.0,soldall,0.0000000,Q4 2016,INDUSTRIALS,13F,06/30/2019,60.115
Progressive corp.,PGR,PUT,0.0,0.0,,0.0719,"",-150000.0,-100.0,soldall,N/A,Q1 2019,FINANCE,13F,06/30/2019,
The trade desk inc class a,TTD,"",0.0,0.0,,0.0028,"",-2090.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,197.95
Tenable holdings inc,TENB,"",0.0,0.0,,0.006,"",-28646.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,31.66
Xerox corp. (haloid co.),XRX,"",0.0,0.0,,0.0094,"",-44338.0,-100.0,soldall,0.0000000,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,19.76
Acorda therapeutics inc,ACOR,"",0.0,0.0,,0.0039,"",-44368.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,13F,06/30/2019,15.8509
Tripadvisor inc,TRIP,"",0.0,0.0,,0.0185,"",-54194.0,-100.0,soldall,0.0000000,Q1 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,52.3991
Waddell & reed financial  inc. class a,WDR,"",0.0,0.0,,0.0398,"",-345802.0,-100.0,soldall,0.0000000,Q1 2018,FINANCE,13F,06/30/2019,17.7349
Mcdermott international inc,MDR,"",0.0,0.0,,0.0036,"",-73253.0,-100.0,soldall,0.0000000,Q1 2016,ENERGY,13F,06/30/2019,10.689
American express co,AXP,"",0.0,0.0,,0.003,"",-4080.0,-100.0,soldall,0.0000000,Q4 2016,FINANCE,13F,06/30/2019,103.776
Cable one inc,CABO,"",0.0,0.0,,0.0124,"",-1900.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,807.0464
Stitch fix inc,SFIX,"",0.0,0.0,,0.002,"",-10574.0,-100.0,soldall,0.0000000,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,28.23
Northfield bancorp inc,NFBK,"",0.0,0.0,,0.0047,"",-50689.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,13.9
Cincinnati financial corp.,CINF,"",0.0,0.0,,0.0133,"",-23211.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,85.9
Rent-a-center inc.,RCII,PUT,0.0,0.0,,0.0073,"",-52500.0,-100.0,soldall,N/A,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,
Cboe global markets inc,CBOE,"",0.0,0.0,,0.0075,"",-11774.0,-100.0,soldall,0.0000000,Q3 2016,FINANCE,13F,06/30/2019,99.8175
Axcelis technologies inc,ACLS,"",0.0,0.0,,0.0191,"",-143150.0,-100.0,soldall,0.0000000,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,18.8916
Liberty tripadvisor holdings inc a,LTRPA,"",0.0,0.0,,0.0029,"",-31252.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,14.19
Asgn inc. (on assignment inc.),ASGN,"",0.0,0.0,,0.0089,"",-21118.0,-100.0,soldall,0.0000000,Q2 2018,INDUSTRIALS,13F,06/30/2019,60.31
Sanderson farms  inc.,SAFM,"",0.0,0.0,,0.1995,"",-227540.0,-100.0,soldall,0.0000000,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,99.29
Entercom communications corp.,ETM,"",0.0,0.0,,0.0021,"",-59146.0,-100.0,soldall,0.0000000,Q3 2018,COMMUNICATIONS,13F,06/30/2019,6.281
Sothebys holdings inc.,BID,"",0.0,0.0,,0.002,"",-8009.0,-100.0,soldall,0.0000000,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,50.2728
Svb financial group,SIVB,"",0.0,0.0,,0.0109,"",-7357.0,-100.0,soldall,0.0000000,Q2 2014,FINANCE,13F,06/30/2019,261.0382
Amc entertainment holdings inc,AMC,"",0.0,0.0,,0.0143,"",-144580.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,14.85
Atlas air worldwide holdings inc,AAWW,"",0.0,0.0,,0.0072,"",-21282.0,-100.0,soldall,0.0000000,Q1 2019,TRANSPORTS,13F,06/30/2019,50.56
Simpson manufacturing co.  inc.,SSD,"",0.0,0.0,,0.0014,"",-3661.0,-100.0,soldall,0.0000000,Q4 2018,INDUSTRIALS,13F,06/30/2019,54.13
Gw pharmaceuticals plc adr,GWPH,"",0.0,0.0,,0.1417,"",-126439.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,159.4416
Zebra technologies corp,ZBRA,"",0.0,0.0,,0.0148,"",-10599.0,-100.0,soldall,0.0000000,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,166.3689
Hp inc,HPQ,"",0.0,0.0,,0.022,"",-170483.0,-100.0,soldall,0.0000000,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,20.5659
Thor industries  inc.,THO,"",0.0,0.0,,0.0034,"",-8296.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,83.7
Irhythm technologies inc,IRTC,"",0.0,0.0,,0.0124,"",-24951.0,-100.0,soldall,0.0000000,Q2 2017,HEALTH CARE,13F,06/30/2019,75.658
Resideo technologies inc,REZI,"",0.0,0.0,,0.0866,"",-674859.0,-100.0,soldall,0.0000000,Q4 2018,INDUSTRIALS,13F,06/30/2019,20.55
Entegris inc.,ENTG,"",0.0,0.0,,0.0085,"",-35805.0,-100.0,soldall,0.0000000,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,35.69
Ctrip.com international ltd adr,CTRP,"",0.0,0.0,,0.0105,"",-36192.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,43.69
Ubiquiti networks inc,UBNT,"",0.0,0.0,,0.0153,"",-15374.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,116.7045
Invesco qqq trust series 1,QQQ,"",0.0,0.0,,2.418,"",-2024203.0,-100.0,soldall,No Data,Q1 2018,FINANCE,13F,06/30/2019,178.5273
F5 networks inc,FFIV,"",0.0,0.0,,0.0042,"",-3996.0,-100.0,soldall,0.0000000,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,134.1044
Avnet inc,AVT,"",0.0,0.0,,0.0055,"",-18929.0,-100.0,soldall,0.0000000,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,42.4274
Paypal holdings inc,PYPL,"",0.0,0.0,,0.0024,"",-3412.0,-100.0,soldall,0.0000000,Q4 2016,COMMUNICATIONS,13F,06/30/2019,84.09
Cactus inc,WHD,"",0.0,0.0,,0.0352,"",-148884.0,-100.0,soldall,0.0000000,Q1 2018,INDUSTRIALS,13F,06/30/2019,35.2525
Cti biopharma co,CTIC,"",0.0,0.0,,0.0014,"",-218273.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,13F,06/30/2019,2.1119
Vanguard real estate etf,VNQ,"",0.0,0.0,,0.0232,"",-40151.0,-100.0,soldall,No Data,Q1 2019,REAL ESTATE,13F,06/30/2019,86.91
Royal caribbean cruises ltd,RCL,PUT,0.0,0.0,,0.0152,"",-20000.0,-100.0,soldall,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Six flags entertainment corp.,SIX,CALL,0.0,0.0,,0.0295,"",-90000.0,-100.0,soldall,N/A,Q1 2019,COMMUNICATIONS,13F,06/30/2019,
Jetblue airways corp,JBLU,"",0.0,0.0,,0.0169,"",-155072.0,-100.0,soldall,0.0000000,Q3 2016,TRANSPORTS,13F,06/30/2019,17.2088
Cdk global inc,CDK,"",0.0,0.0,,0.0019,"",-4881.0,-100.0,soldall,0.0000000,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,63.014
Casella waste systems inc,CWST,"",0.0,0.0,,0.0023,"",-9610.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,35.56
Radian group inc.,RDN,"",0.0,0.0,,0.0642,"",-465271.0,-100.0,soldall,0.0000000,Q4 2015,FINANCE,13F,06/30/2019,20.74
Mccormick & co. non-voting shares,MKC,"",0.0,0.0,,0.0078,"",-7747.0,-100.0,soldall,0.0000000,Q1 2017,CONSUMER STAPLES,13F,06/30/2019,143.3773
Barrick gold corp,GOLD,"",0.0,0.0,,0.0106,"",-116051.0,-100.0,soldall,0.0000000,Q3 2017,MATERIALS,13F,06/30/2019,13.8451
Westinghouse air brake technologies corp,WAB,"",0.0,0.0,,0.0158,"",-32150.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,73.72
Ultragenyx pharmaceutical inc,RARE,"",0.0,0.0,,0.0056,"",-12034.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,43.48
Fossil inc.,FOSL,"",0.0,0.0,,0.0176,"",-193231.0,-100.0,soldall,0.0000000,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,15.9491
Unilever n.v. adr,UN,"",0.0,0.0,,0.0513,"",-132409.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,58.29
Luxoft holding co.,LXFT,"",0.0,0.0,,0.0049,"",-12500.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,58.71
Ishares china large-cap etf,FXI,PUT,0.0,0.0,,0.0294,"",-100000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Intel corp.,INTC,"",0.0,0.0,,0.0155,"",-43277.0,-100.0,soldall,0.0000000,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,52.0607
Encore capital group inc,ECPG,"",0.0,0.0,,0.0015,"",-8334.0,-100.0,soldall,0.0000000,Q2 2018,FINANCE,13F,06/30/2019,23.5
Athene holding ltd class a,ATH,"",0.0,0.0,,0.2026,"",-746911.0,-100.0,soldall,0.0000000,Q4 2016,FINANCE,13F,06/30/2019,40.8711
Dow inc,DOW,"",0.0,0.0,,0.1692,"",-492902.0,-100.0,soldall,0.0000000,Q1 2019,MATERIALS,13F,06/30/2019,
H&e equipment services inc,HEES,"",0.0,0.0,,0.0035,"",-20872.0,-100.0,soldall,0.0000000,Q2 2018,INDUSTRIALS,13F,06/30/2019,25.11
Wintrust financial corp.,WTFC,"",0.0,0.0,,0.0157,"",-35004.0,-100.0,soldall,0.0000000,Q1 2015,FINANCE,13F,06/30/2019,67.0136
Radius health inc,RDUS,"",0.0,0.0,,0.0093,"",-70467.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,13F,06/30/2019,20.9437
Mid-america apartment communities  inc.,MAA,"",0.0,0.0,,0.0127,"",-17467.0,-100.0,soldall,0.0000000,Q1 2017,REAL ESTATE,13F,06/30/2019,109.33
On semiconductor corp,ON,"",0.0,0.0,,0.0105,"",-76697.0,-100.0,soldall,0.0000000,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,18.9407
Bristol-myers squibb co,BMY,CALL,0.0,0.0,,0.3093,"",-975000.0,-100.0,soldall,N/A,Q3 2015,HEALTH CARE,13F,06/30/2019,
Global blood therapeutics inc,GBT,CALL,0.0,0.0,,0.1109,"",-315000.0,-100.0,soldall,N/A,Q1 2018,HEALTH CARE,13F,06/30/2019,
Pagseguro digital ltd,PAGS,CALL,0.0,0.0,,0.0099,"",-50000.0,-100.0,soldall,N/A,Q2 2018,FINANCE,13F,06/30/2019,
Spdr s&p oil & gas exploration & production etf,XOP,CALL,0.0,0.0,,0.2657,"",-1300000.0,-100.0,soldall,No Data,Q1 2019,ENERGY,13F,06/30/2019,
Abiomed inc,ABMD,PUT,0.0,0.0,,0.1196,"",-63000.0,-100.0,soldall,N/A,Q4 2018,HEALTH CARE,13F,06/30/2019,
Sina corp,SINA,"",0.0,0.0,,0.0024,"",-6000.0,-100.0,soldall,0.0000000,Q1 2018,COMMUNICATIONS,13F,06/30/2019,69.2018
Zogenix inc,ZGNX,"",0.0,0.0,,0.0337,"",-92251.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,36.46
Altaba inc. (yahoo),AABA,"",0.0,0.0,,0.005,"",-10243.0,-100.0,soldall,0.0000000,Q3 2018,FINANCE,13F,06/30/2019,69.1574
Diplomat pharmacy inc,DPLO,"",0.0,0.0,,0.0294,"",-762146.0,-100.0,soldall,0.0000000,Q4 2016,HEALTH CARE,13F,06/30/2019,13.8745
Portland general electric co.,POR,"",0.0,0.0,,0.0203,"",-58875.0,-100.0,soldall,0.0000000,Q2 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,48.2299
Universal forest products inc,UFPI,"",0.0,0.0,,0.0041,"",-20857.0,-100.0,soldall,0.0000000,Q1 2016,INDUSTRIALS,13F,06/30/2019,29.89
Aci worldwide inc,ACIW,"",0.0,0.0,,0.0019,"",-8496.0,-100.0,soldall,0.0000000,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,27.67
Neptune wellness solutions inc,NEPT,"",0.0,0.0,,0.003,"",-141458.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,3.19
Century aluminum co.,CENX,"",0.0,0.0,,0.0076,"",-128038.0,-100.0,soldall,0.0000000,Q1 2017,MATERIALS,13F,06/30/2019,13.0352
Knowles corp.,KN,CALL,0.0,0.0,,0.007,"",-60000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Nabors industries ltd.,NBR,PRN,0.0,0.0,,0.0214,"",-4510000.0,-100.0,soldall,N/A,Q2 2018,ENERGY,13F,06/30/2019,
Amedisys inc,AMED,"",0.0,0.0,,0.0101,"",-12267.0,-100.0,soldall,0.0000000,Q2 2017,HEALTH CARE,13F,06/30/2019,59.8903
Fox factory holding corp,FOXF,"",0.0,0.0,,0.002,"",-4237.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,69.89
Nexstar broadcasting group inc,NXST,"",0.0,0.0,,0.0115,"",-16005.0,-100.0,soldall,0.0000000,Q2 2018,COMMUNICATIONS,13F,06/30/2019,78.64
Lattice semconductor corp.,LSCC,"",0.0,0.0,,0.0056,"",-71062.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,11.93
Diebold nixdorf,DBD,"",0.0,0.0,,0.0106,"",-144032.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,8.1913
Hilton grand vacations inc,HGV,"",0.0,0.0,,0.0776,"",-378145.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,30.85
United parcel service  inc. class b,UPS,"",0.0,0.0,,0.1447,"",-194730.0,-100.0,soldall,0.0000000,Q3 2015,TRANSPORTS,13F,06/30/2019,103.8863
G-iii apparel group ltd,GIII,"",0.0,0.0,,0.0677,"",-254748.0,-100.0,soldall,0.0000000,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,44.139
